"F_ID","F_SKILL_ID","F_ALIAS"
125181,109944,Travel itinerary planning
109944,109944,旅游行程规划
125182,109946,Southeast Asia/South Asia/Thailand Tour
109946,109946,东南亚/南亚/泰国游
125183,109947,European and American Travel
109947,109947,欧美旅游
125184,109948,Outbound Travel
109948,109948,出境游
125185,109949,Hong Kong/Macau/Taiwan Tours
109949,109949,港澳台旅游
125186,109950,Japan and Korea Tours
109950,109950,日韩旅游
125187,109951,Maldives Tours
109951,109951,马尔代夫游
125188,109952,Australia Tours
109952,109952,澳洲旅游
125189,109953,Middle East Africa Travel
109953,109953,中东非洲旅游
125190,109954,Domestic Travel
109954,109954,境内游
125191,109956,Family Travel
109956,109956,亲子游
125192,109957,Outdoor Activities
109957,109957,户外活动
125193,109958,Winter and Summer Camps
109958,109958,冬夏令营
125194,109959,Self-driving tours
109959,109959,自驾游
125195,109960,Cruise Tours
109960,109960,邮轮游
125196,109961,Educational Tours
109961,109961,研学旅行
125197,109962,Business Travel
109962,109962,商务旅行
125198,109963,Winter skiing
109963,109963,冬季滑雪
125199,109964,Red Tourism
109964,109964,红色旅游
125200,109967,Travel route pricing
109967,109967,旅游线路定价
125201,109968,Tourism resource procurement
109968,109968,旅游资源采购
125202,109969,Tourism route design
109969,109969,旅游线路设计
125203,109970,OTA Operations
109970,109970,OTA运营
125204,109971,Tourism product marketing and promotion
109971,109971,旅游产品营销推广
125205,109972,Tourism route operation
109972,109972,旅游线路运营
125206,109973,Travel itinerary planning
109973,109973,旅游行程规划
125207,109975,Southeast Asia/South Asia/Thailand Tour
109975,109975,东南亚/南亚/泰国游
125208,109976,European and American Travel
109976,109976,欧美旅游
125209,109977,Outbound Travel
109977,109977,出境游
125210,109978,Hong Kong/Macau/Taiwan Tours
109978,109978,港澳台旅游
125211,109979,Japan and Korea Tours
109979,109979,日韩旅游
125212,109980,Maldives Tours
109980,109980,马尔代夫游
125213,109981,Australia Tours
109981,109981,澳洲旅游
125214,109982,Middle East Africa Travel
109982,109982,中东非洲旅游
125215,109983,Domestic Travel
109983,109983,境内游
125216,109985,Family Travel
109985,109985,亲子游
125217,109986,Outdoor Activities
109986,109986,户外活动
125218,109987,Winter and Summer Camps
109987,109987,冬夏令营
125219,109988,Self-driving tours
109988,109988,自驾游
125220,109989,Cruise Tours
109989,109989,邮轮游
125221,109990,Educational Tours
109990,109990,研学旅行
125222,109991,Business Travel
109991,109991,商务旅行
125223,109992,Winter skiing
109992,109992,冬季滑雪
125224,109993,Red Tourism
109993,109993,红色旅游
125225,109996,politics
109996,109996,政治
125226,109997,Chemistry teacher
109997,109997,化学
125227,109998,History
109998,109998,历史
125228,109999,Biology
109999,109999,生物
125229,110000,physics
110000,110000,物理
125230,110001,Liberal Arts
110001,110001,文科
125231,110002,English
110002,110002,英语
125232,110003,Mathematics
110003,110003,数学
125233,110004,Olympiad Mathematics
110004,110004,奥数
125234,110006,University Education
110006,110006,大学教育
125235,110007,Junior high school education
110007,110007,初中教育
125236,110008,Primary Education
110008,110008,小学教育
125237,110009,Preschool Education
110009,110009,学前教育
125238,110010,Adult Education
110010,110010,成人教育
125239,110011,High School Education
110011,110011,高中教育
125240,110013,Foreign teachers
110013,110013,外教
125241,110014,Bilingual Teacher
110014,110014,双语教师
125242,110016,Online Teaching
110016,110016,线上授课
125243,110017,Offline Teaching
110017,110017,线下授课
125244,110018,Group Teaching
110018,110018,集体授课
125245,110019,One-to-one Teaching
110019,110019,一对一授课
125246,110022,politics
110022,110022,政治
125247,110023,Chemistry teacher
110023,110023,化学
125248,110024,Biology
110024,110024,生物
125249,110025,physics
110025,110025,物理
125250,110026,English
110026,110026,英语
125251,110027,Mathematics
110027,110027,数学
125252,110029,University Education
110029,110029,大学教育
125253,110030,Junior high school education
110030,110030,初中教育
125254,110031,Primary Education
110031,110031,小学教育
125255,110032,Preschool Education
110032,110032,学前教育
125256,110033,Adult Education
110033,110033,成人教育
125257,110034,High School Education
110034,110034,高中教育
125258,110036,Online Teaching
110036,110036,线上授课
125259,110037,Offline Teaching
110037,110037,线下授课
125260,110038,Group Teaching
110038,110038,集体授课
125261,110039,One-to-one Teaching
110039,110039,一对一授课
125262,110041,Full-time or part-time
110041,110041,全职兼职均可
125263,110042,part time
110042,110042,兼职
125264,110043,full time
110043,110043,全职
125265,110046,politics
110046,110046,政治
125266,110047,Chemistry teacher
110047,110047,化学
125267,110048,Art
110048,110048,美术
125268,110049,Biology
110049,110049,生物
125269,110050,Music
110050,110050,音乐
125270,110051,physics
110051,110051,物理
125271,110052,English
110052,110052,英语
125272,110053,Mathematics
110053,110053,数学
125273,110055,Junior high school education
110055,110055,初中教育
125274,110056,Primary Education
110056,110056,小学教育
125275,110057,Preschool Education
110057,110057,学前教育
125276,110058,High School Education
110058,110058,高中教育
125277,110060,Online Teaching
110060,110060,线上授课
125278,110061,Offline Teaching
110061,110061,线下授课
125279,110062,Group Teaching
110062,110062,集体授课
125280,110063,One-to-one Teaching
110063,110063,一对一授课
125281,110065,Teacher Qualification Certificate
110065,110065,教师资格证
125282,110068,Junior high school education
110068,110068,初中教育
125283,110069,Primary Education
110069,110069,小学教育
125284,110070,Preschool Education
110070,110070,学前教育
125285,110071,Adult Education
110071,110071,成人教育
125286,110072,High School Education
110072,110072,高中教育
125287,110074,Teaching Assistant
110074,110074,助教
125288,110075,Bilingual Teacher
110075,110075,双语教师
125289,110076,Private Tutor
110076,110076,家教
125290,110077,Teaching and Research
110077,110077,教研
125291,110079,Online Teaching
110079,110079,线上授课
125292,110080,Offline Teaching
110080,110080,线下授课
125293,110081,Group Teaching
110081,110081,集体授课
125294,110082,One-to-one Teaching
110082,110082,一对一授课
125295,110085,Junior high school education
110085,110085,初中教育
125296,110086,Primary Education
110086,110086,小学教育
125297,110087,Preschool Education
110087,110087,学前教育
125298,110088,Adult Education
110088,110088,成人教育
125299,110089,High School Education
110089,110089,高中教育
125300,110091,Teaching Assistant
110091,110091,助教
125301,110092,Bilingual Teacher
110092,110092,双语教师
125302,110093,Private Tutor
110093,110093,家教
125303,110094,Teaching and Research
110094,110094,教研
125304,110096,Online Teaching
110096,110096,线上授课
125305,110097,Offline Teaching
110097,110097,线下授课
125306,110098,Group Teaching
110098,110098,集体授课
125307,110099,One-to-one Teaching
110099,110099,一对一授课
125308,110102,Junior high school education
110102,110102,初中教育
125309,110103,Primary Education
110103,110103,小学教育
125310,110104,Adult Education
110104,110104,成人教育
125311,110106,Teaching Assistant
110106,110106,助教
125312,110107,Teaching and Research
110107,110107,教研
125313,110109,Online Teaching
110109,110109,线上授课
125314,110110,Offline Teaching
110110,110110,线下授课
125315,110111,Group Teaching
110111,110111,集体授课
125316,110112,One-to-one Teaching
110112,110112,一对一授课
125317,110115,University Education
110115,110115,大学教育
125318,110116,Junior high school education
110116,110116,初中教育
125319,110117,Primary Education
110117,110117,小学教育
125320,110118,Preschool Education
110118,110118,学前教育
125321,110119,Adult Education
110119,110119,成人教育
125322,110120,High School Education
110120,110120,高中教育
125323,110122,Teaching Assistant
110122,110122,助教
125324,110123,Foreign teachers
110123,110123,外教
125325,110124,Bilingual Teacher
110124,110124,双语教师
125326,110125,Private Tutor
110125,110125,家教
125327,110126,Teaching and Research
110126,110126,教研
125328,110128,Online Teaching
110128,110128,线上授课
125329,110129,Offline Teaching
110129,110129,线下授课
125330,110130,Group Teaching
110130,110130,集体授课
125331,110131,One-to-one Teaching
110131,110131,一对一授课
110133,110133,CET6
110134,110134,CET4
110135,110135,TEM4
110136,110136,TEM8
125336,110139,University Education
110139,110139,大学教育
125337,110140,Junior high school education
110140,110140,初中教育
125338,110141,Primary Education
110141,110141,小学教育
125339,110142,Preschool Education
110142,110142,学前教育
125340,110143,High School Education
110143,110143,高中教育
125341,110145,Teaching Assistant
110145,110145,助教
125342,110146,Bilingual Teacher
110146,110146,双语教师
125343,110147,Private Tutor
110147,110147,家教
125344,110148,Teaching and Research
110148,110148,教研
125345,110150,Online Teaching
110150,110150,线上授课
125346,110151,Offline Teaching
110151,110151,线下授课
125347,110152,Group Teaching
110152,110152,集体授课
125348,110153,One-to-one Teaching
110153,110153,一对一授课
125349,110155,Teacher Qualification Certificate
110155,110155,教师资格证
125350,110158,University Education
110158,110158,大学教育
125351,110159,Junior high school education
110159,110159,初中教育
125352,110160,Primary Education
110160,110160,小学教育
125353,110161,High School Education
110161,110161,高中教育
125354,110163,Teaching Assistant
110163,110163,助教
125355,110164,Bilingual Teacher
110164,110164,双语教师
125356,110165,Private Tutor
110165,110165,家教
125357,110166,Teaching and Research
110166,110166,教研
125358,110168,Online Teaching
110168,110168,线上授课
125359,110169,Offline Teaching
110169,110169,线下授课
125360,110170,Group Teaching
110170,110170,集体授课
125361,110171,One-to-one Teaching
110171,110171,一对一授课
125362,110173,Teacher Qualification Certificate
110173,110173,教师资格证
125363,110174,Mandarin Proficiency Certificate
110174,110174,普通话资格证
125364,110177,University Education
110177,110177,大学教育
125365,110178,Junior high school education
110178,110178,初中教育
125366,110179,Primary Education
110179,110179,小学教育
125367,110180,High School Education
110180,110180,高中教育
125368,110182,Teaching Assistant
110182,110182,助教
125369,110183,Bilingual Teacher
110183,110183,双语教师
125370,110184,Private Tutor
110184,110184,家教
125371,110185,Teaching and Research
110185,110185,教研
125372,110187,Online Teaching
110187,110187,线上授课
125373,110188,Offline Teaching
110188,110188,线下授课
125374,110189,Group Teaching
110189,110189,集体授课
125375,110190,One-to-one Teaching
110190,110190,一对一授课
125376,110192,Teacher Qualification Certificate
110192,110192,教师资格证
125377,110195,University Education
110195,110195,大学教育
125378,110196,Junior high school education
110196,110196,初中教育
125379,110197,Primary Education
110197,110197,小学教育
125380,110198,High School Education
110198,110198,高中教育
125381,110200,Teaching Assistant
110200,110200,助教
125382,110201,Bilingual Teacher
110201,110201,双语教师
125383,110202,Teaching and Research
110202,110202,教研
125384,110204,Online Teaching
110204,110204,线上授课
125385,110205,Offline Teaching
110205,110205,线下授课
125386,110206,Group Teaching
110206,110206,集体授课
125387,110207,One-to-one Teaching
110207,110207,一对一授课
125388,110209,Teacher Qualification Certificate
110209,110209,教师资格证
125389,110212,University Education
110212,110212,大学教育
125390,110213,Junior high school education
110213,110213,初中教育
125391,110214,Primary Education
110214,110214,小学教育
125392,110215,High School Education
110215,110215,高中教育
125393,110217,Teaching Assistant
110217,110217,助教
125394,110218,Bilingual Teacher
110218,110218,双语教师
125395,110219,Private Tutor
110219,110219,家教
125396,110220,Teaching and Research
110220,110220,教研
125397,110222,Online Teaching
110222,110222,线上授课
125398,110223,Offline Teaching
110223,110223,线下授课
125399,110224,Group Teaching
110224,110224,集体授课
125400,110225,One-to-one Teaching
110225,110225,一对一授课
125401,110227,Teacher Qualification Certificate
110227,110227,教师资格证
125402,110230,University Education
110230,110230,大学教育
125403,110231,Junior high school education
110231,110231,初中教育
125404,110232,Primary Education
110232,110232,小学教育
125405,110233,Preschool Education
110233,110233,学前教育
125406,110234,Adult Education
110234,110234,成人教育
125407,110235,High School Education
110235,110235,高中教育
125408,110237,Teaching Assistant
110237,110237,助教
125409,110238,Bilingual Teacher
110238,110238,双语教师
125410,110239,Private Tutor
110239,110239,家教
125411,110240,Teaching and Research
110240,110240,教研
125412,110242,Online Teaching
110242,110242,线上授课
125413,110243,Offline Teaching
110243,110243,线下授课
125414,110244,Group Teaching
110244,110244,集体授课
125415,110245,One-to-one Teaching
110245,110245,一对一授课
125416,110247,JLPT N1
110247,110247,N1
125417,110248,Japanese teacher qualification certificate
110248,110248,日语教师资格证
125418,110249,TEM - 8 for Japanese Majors
110249,110249,日语专八
125419,110252,Sensory training
110252,110252,感统训练
125420,110253,Art
110253,110253,美术
125421,110254,Music
110254,110254,音乐
125422,110255,Whole brain development
110255,110255,全脑开发
125423,110256,English
110256,110256,英语
125424,110258,Teaching Assistant
110258,110258,助教
125425,110259,Childcare Worker
110259,110259,保育员
125426,110261,Online Teaching
110261,110261,线上授课
125427,110262,Offline Teaching
110262,110262,线下授课
125428,110263,Group Teaching
110263,110263,集体授课
125429,110264,One-to-one Teaching
110264,110264,一对一授课
110266,110266,CET-6
110267,110267,CET4
125432,110268,Preschool Teacher Qualification Certificate
110268,110268,幼师教师资格证
125433,110271,politics
110271,110271,政治
125434,110272,Chemistry teacher
110272,110272,化学
125435,110273,Biology
110273,110273,生物
125436,110274,physics
110274,110274,物理
125437,110275,English
110275,110275,英语
125438,110276,Mathematics
110276,110276,数学
125439,110278,Junior high school education
110278,110278,初中教育
125440,110279,Primary Education
110279,110279,小学教育
125441,110280,Preschool Education
110280,110280,学前教育
125442,110281,High School Education
110281,110281,高中教育
125443,110283,Online Teaching
110283,110283,线上授课
125444,110284,Offline Teaching
110284,110284,线下授课
125445,110285,Group Teaching
110285,110285,集体授课
125446,110286,One-to-one Teaching
110286,110286,一对一授课
125447,110288,Teacher Qualification Certificate
110288,110288,教师资格证
125448,110291,Sensory training
110291,110291,感统训练
125449,110292,Art
110292,110292,美术
125450,110293,Music
110293,110293,音乐
125451,110294,Art
110294,110294,艺术
125452,110295,Whole brain development
110295,110295,全脑开发
125453,110296,English
110296,110296,英语
125454,110298,Online Teaching
110298,110298,线上授课
125455,110299,Offline Teaching
110299,110299,线下授课
125456,110300,Group Teaching
110300,110300,集体授课
125457,110301,One-to-one Teaching
110301,110301,一对一授课
125458,110303,Teacher Qualification Certificate
110303,110303,教师资格证
110304,110304,CET6
110305,110305,CET4
125461,110308,Liberal Arts
110308,110308,文科
125462,110309,English
110309,110309,英语
125463,110310,Mathematics
110310,110310,数学
125464,110311,Olympiad Mathematics
110311,110311,奥数
125465,110313,Teaching Assistant
110313,110313,助教
125466,110314,Bilingual Teacher
110314,110314,双语教师
125467,110315,Private Tutor
110315,110315,家教
125468,110316,Teaching and Research
110316,110316,教研
125469,110318,Online Teaching
110318,110318,线上授课
125470,110319,Offline Teaching
110319,110319,线下授课
125471,110320,Group Teaching
110320,110320,集体授课
125472,110321,One-to-one Teaching
110321,110321,一对一授课
125473,110323,Science Teacher Qualification Certificate
110323,110323,科学教师资格证
125474,110324,Social Teacher Qualification Certificate
110324,110324,社会教师资格证
125475,110325,English teacher qualification certificate
110325,110325,英语教师资格证
125476,110326,Chinese Language Teacher Qualification Certificate
110326,110326,语文教师资格证
125477,110329,politics
110329,110329,政治
125478,110330,Chemistry teacher
110330,110330,化学
125479,110331,Biology
110331,110331,生物
125480,110332,physics
110332,110332,物理
125481,110333,Liberal Arts
110333,110333,文科
125482,110334,English
110334,110334,英语
125483,110335,Mathematics
110335,110335,数学
125484,110336,Olympiad Mathematics
110336,110336,奥数
125485,110338,Teaching Assistant
110338,110338,助教
125486,110339,Bilingual Teacher
110339,110339,双语教师
125487,110340,Private Tutor
110340,110340,家教
125488,110341,Teaching and Research
110341,110341,教研
125489,110343,Online Teaching
110343,110343,线上授课
125490,110344,Offline Teaching
110344,110344,线下授课
125491,110345,Group Teaching
110345,110345,集体授课
125492,110346,One-to-one Teaching
110346,110346,一对一授课
125493,110348,English teacher qualification certificate
110348,110348,英语教师资格证
125494,110349,Chinese Language Teacher Qualification Certificate
110349,110349,语文教师资格证
125495,110352,politics
110352,110352,政治
125496,110353,Chemistry teacher
110353,110353,化学
125497,110354,History
110354,110354,历史
125498,110355,Biology
110355,110355,生物
125499,110356,physics
110356,110356,物理
125500,110357,Liberal Arts
110357,110357,文科
125501,110358,English
110358,110358,英语
125502,110359,Mathematics
110359,110359,数学
125503,110360,Olympiad Mathematics
110360,110360,奥数
125504,110362,Teaching Assistant
110362,110362,助教
125505,110363,Bilingual Teacher
110363,110363,双语教师
125506,110364,Private Tutor
110364,110364,家教
125507,110365,Teaching and Research
110365,110365,教研
125508,110367,Online Teaching
110367,110367,线上授课
125509,110368,Offline Teaching
110368,110368,线下授课
125510,110369,Group Teaching
110369,110369,集体授课
125511,110370,One-to-one Teaching
110370,110370,一对一授课
125512,110372,English teacher qualification certificate
110372,110372,英语教师资格证
125513,110373,Chinese Language Teacher Qualification Certificate
110373,110373,语文教师资格证
125514,110376,Career Planning
110376,110376,职业规划
125515,110378,University Education
110378,110378,大学教育
125516,110379,Junior high school education
110379,110379,初中教育
125517,110380,High School Education
110380,110380,高中教育
125518,110382,Education Consultant
110382,110382,教育咨询师
125519,110384,Online Teaching
110384,110384,线上授课
125520,110385,Offline Teaching
110385,110385,线下授课
125521,110386,Group Teaching
110386,110386,集体授课
125522,110387,One-to-one Teaching
110387,110387,一对一授课
125523,110390,Chemistry teacher
110390,110390,化学
125524,110391,Biology
110391,110391,生物
125525,110392,physics
110392,110392,物理
125526,110393,Mathematics
110393,110393,数学
125527,110395,University Education
110395,110395,大学教育
125528,110396,Junior high school education
110396,110396,初中教育
125529,110397,Primary Education
110397,110397,小学教育
125530,110398,High School Education
110398,110398,高中教育
125531,110400,Teaching Assistant
110400,110400,助教
125532,110401,Bilingual Teacher
110401,110401,双语教师
125533,110402,Private Tutor
110402,110402,家教
125534,110403,Teaching and Research
110403,110403,教研
125535,110405,Online Teaching
110405,110405,线上授课
125536,110406,Offline Teaching
110406,110406,线下授课
125537,110407,Group Teaching
110407,110407,集体授课
125538,110408,One-to-one Teaching
110408,110408,一对一授课
125539,110411,politics
110411,110411,政治
125540,110412,English
110412,110412,英语
125541,110414,University Education
110414,110414,大学教育
125542,110415,Junior high school education
110415,110415,初中教育
125543,110416,Primary Education
110416,110416,小学教育
125544,110417,High School Education
110417,110417,高中教育
125545,110419,Teaching Assistant
110419,110419,助教
125546,110420,Bilingual Teacher
110420,110420,双语教师
125547,110421,Private Tutor
110421,110421,家教
125548,110422,Teaching and Research
110422,110422,教研
125549,110424,Online Teaching
110424,110424,线上授课
125550,110425,Offline Teaching
110425,110425,线下授课
125551,110426,Group Teaching
110426,110426,集体授课
125552,110427,One-to-one Teaching
110427,110427,一对一授课
125553,110430,University Education
110430,110430,大学教育
125554,110431,Junior high school education
110431,110431,初中教育
125555,110432,Primary Education
110432,110432,小学教育
125556,110433,Preschool Education
110433,110433,学前教育
125557,110434,Adult Education
110434,110434,成人教育
125558,110435,High School Education
110435,110435,高中教育
125559,110437,Online Teaching
110437,110437,线上授课
125560,110438,Offline Teaching
110438,110438,线下授课
125561,110439,Group Teaching
110439,110439,集体授课
125562,110440,One-to-one Teaching
110440,110440,一对一授课
125563,110442,Teaching Supervision
110442,110442,教学督导
125564,110445,University Education
110445,110445,大学教育
125565,110446,Junior high school education
110446,110446,初中教育
125566,110447,Primary Education
110447,110447,小学教育
125567,110448,Preschool Education
110448,110448,学前教育
125568,110449,Adult Education
110449,110449,成人教育
125569,110450,High School Education
110450,110450,高中教育
125570,110452,Online Teaching
110452,110452,线上授课
125571,110453,Offline Teaching
110453,110453,线下授课
125572,110454,Group Teaching
110454,110454,集体授课
125573,110455,One-to-one Teaching
110455,110455,一对一授课
125574,110458,University Education
110458,110458,大学教育
125575,110459,Junior high school education
110459,110459,初中教育
125576,110460,Primary Education
110460,110460,小学教育
125577,110461,Preschool Education
110461,110461,学前教育
125578,110462,Adult Education
110462,110462,成人教育
125579,110463,High School Education
110463,110463,高中教育
125580,110465,Online Teaching
110465,110465,线上授课
125581,110466,Offline Teaching
110466,110466,线下授课
125582,110467,Group Teaching
110467,110467,集体授课
125583,110468,One-to-one Teaching
110468,110468,一对一授课
125584,110471,University Education
110471,110471,大学教育
125585,110472,Junior high school education
110472,110472,初中教育
125586,110473,Primary Education
110473,110473,小学教育
125587,110474,Preschool Education
110474,110474,学前教育
125588,110475,Adult Education
110475,110475,成人教育
125589,110476,High School Education
110476,110476,高中教育
125590,110478,Online Teaching
110478,110478,线上授课
125591,110479,Offline Teaching
110479,110479,线下授课
125592,110480,Group Teaching
110480,110480,集体授课
125593,110481,One-to-one Teaching
110481,110481,一对一授课
125594,110483,Teacher Qualification Certificate
110483,110483,教师资格证
125595,110484,Mandarin Proficiency Certificate
110484,110484,普通话资格证
125596,110487,University Education
110487,110487,大学教育
125597,110488,Junior high school education
110488,110488,初中教育
125598,110489,Primary Education
110489,110489,小学教育
125599,110490,Preschool Education
110490,110490,学前教育
125600,110491,Adult Education
110491,110491,成人教育
125601,110492,High School Education
110492,110492,高中教育
125602,110494,Online Teaching
110494,110494,线上授课
125603,110495,Offline Teaching
110495,110495,线下授课
125604,110496,Group Teaching
110496,110496,集体授课
125605,110497,One-to-one Teaching
110497,110497,一对一授课
125606,110499,Teaching Supervision
110499,110499,教学督导
125607,110514,Junior Tennis
110514,110514,青少年网球
125608,110515,Basketball Private Coach
110515,110515,篮球私教
125609,110516,Children's Tennis
110516,110516,少儿网球
125610,110517,Children's Soccer
110517,110517,少儿足球
125611,110518,Basketball coach
110518,110518,篮球教练员
125612,110519,Badminton referee
110519,110519,羽毛球裁判员
125613,110520,Basketball referee
110520,110520,篮球裁判员
125614,110522,Primary Education
110522,110522,小学教育
125615,110523,Preschool Education
110523,110523,学前教育
125616,110525,Coach
110525,110525,教练
125617,110526,Teaching Assistant
110526,110526,助教
125618,110527,Personal Trainer
110527,110527,私教
125619,110529,Online Teaching
110529,110529,线上授课
125620,110530,Offline Teaching
110530,110530,线下授课
125621,110531,Group Teaching
110531,110531,集体授课
125622,110532,One-to-one Teaching
110532,110532,一对一授课
125623,110534,Basketball coach certificate
110534,110534,篮球教练员证
125624,110535,Basketball referee certificate
110535,110535,篮球裁判员证
125625,110536,Basketball Athlete Certificate
110536,110536,篮球运动员证
125626,110537,Badminton referee certificate
110537,110537,羽毛球裁判员证
125627,110538,Badminton player certificate
110538,110538,羽毛球运动员证
125628,110539,Badminton coach certificate
110539,110539,羽毛球教练员证
125629,110542,Free Fighting
110542,110542,自由搏击
125630,110543,Boxing
110543,110543,拳击
125631,110545,Primary Education
110545,110545,小学教育
125632,110546,Preschool Education
110546,110546,学前教育
125633,110548,Coach
110548,110548,教练
125634,110549,Teaching Assistant
110549,110549,助教
125635,110550,Personal Trainer
110550,110550,私教
125636,110552,Online Teaching
110552,110552,线上授课
125637,110553,Offline Teaching
110553,110553,线下授课
125638,110554,Group Teaching
110554,110554,集体授课
125639,110555,One-to-one Teaching
110555,110555,一对一授课
125640,110557,Taekwondo coach certificate
110557,110557,跆拳道教练员证
125641,110558,Taekwondo referee certificate
110558,110558,跆拳道裁判员证
125642,110559,Taekwondo athlete certificate
110559,110559,跆拳道运动员证
125643,110562,Free Fighting
110562,110562,自由搏击
125644,110563,Boxing
110563,110563,拳击
125645,110565,Primary Education
110565,110565,小学教育
125646,110566,Preschool Education
110566,110566,学前教育
125647,110568,Coach
110568,110568,教练
125648,110569,Teaching Assistant
110569,110569,助教
125649,110570,Personal Trainer
110570,110570,私教
125650,110572,Online Teaching
110572,110572,线上授课
125651,110573,Offline Teaching
110573,110573,线下授课
125652,110574,Group Teaching
110574,110574,集体授课
125653,110575,One-to-one Teaching
110575,110575,一对一授课
125654,110577,Teacher Qualification Certificate
110577,110577,教师资格证
125655,110619,Primary Education
110619,110619,小学教育
125656,110620,Preschool Education
110620,110620,学前教育
125657,110622,Coach
110622,110622,教练
125658,110623,Teaching Assistant
110623,110623,助教
125659,110624,Personal Trainer
110624,110624,私教
125660,110626,Online Teaching
110626,110626,线上授课
125661,110627,Offline Teaching
110627,110627,线下授课
125662,110628,Group Teaching
110628,110628,集体授课
125663,110629,One-to-one Teaching
110629,110629,一对一授课
125664,110653,Primary Education
110653,110653,小学教育
125665,110654,Preschool Education
110654,110654,学前教育
125666,110656,Teaching Assistant
110656,110656,助教
125667,110657,Private Tutor
110657,110657,家教
125668,110658,teacher
110658,110658,教师
125669,110660,Online Teaching
110660,110660,线上授课
125670,110661,Offline Teaching
110661,110661,线下授课
125671,110662,Group Teaching
110662,110662,集体授课
125672,110663,One-to-one Teaching
110663,110663,一对一授课
125673,110666,Teaching Assistant
110666,110666,助教
125674,110667,Private Tutor
110667,110667,家教
125675,110668,teacher
110668,110668,教师
125676,110670,Online Teaching
110670,110670,线上授课
125677,110671,Offline Teaching
110671,110671,线下授课
125678,110672,Group Teaching
110672,110672,集体授课
125679,110673,One-to-one Teaching
110673,110673,一对一授课
125680,110675,Teacher Qualification Certificate
110675,110675,教师资格证
125681,110676,PSC Level 1 - B
110676,110676,普通话一乙
125682,110677,PSC Level 2 - A
110677,110677,普通话二甲
125683,110680,Drama
110680,110680,话剧
125684,110681,Etiquette
110681,110681,礼仪
125685,110682,Quyi
110682,110682,曲艺
125686,110683,Dialogue Delivery
110683,110683,台词
125687,110684,Physical Performance
110684,110684,形体
125688,110686,Primary Education
110686,110686,小学教育
125689,110687,Preschool Education
110687,110687,学前教育
125690,110689,Teaching Assistant
110689,110689,助教
125691,110690,Private Tutor
110690,110690,家教
125692,110691,teacher
110691,110691,教师
125693,110693,Online Teaching
110693,110693,线上授课
125694,110694,Offline Teaching
110694,110694,线下授课
125695,110695,Group Teaching
110695,110695,集体授课
125696,110696,One-to-one Teaching
110696,110696,一对一授课
125697,110698,Teacher Qualification Certificate
110698,110698,教师资格证
125698,110701,Primary Education
110701,110701,小学教育
125699,110702,Preschool Education
110702,110702,学前教育
125700,110703,Adult Education
110703,110703,成人教育
125701,110705,Teaching Assistant
110705,110705,助教
125702,110706,Private Tutor
110706,110706,家教
125703,110707,teacher
110707,110707,教师
125704,110709,Online Teaching
110709,110709,线上授课
125705,110710,Offline Teaching
110710,110710,线下授课
125706,110711,Group Teaching
110711,110711,集体授课
125707,110712,One-to-one Teaching
110712,110712,一对一授课
125708,110715,Primary Education
110715,110715,小学教育
125709,110716,Preschool Education
110716,110716,学前教育
125710,110717,Adult Education
110717,110717,成人教育
125711,110719,Teaching Assistant
110719,110719,助教
125712,110720,Private Tutor
110720,110720,家教
125713,110721,teacher
110721,110721,教师
125714,110723,Online Teaching
110723,110723,线上授课
125715,110724,Offline Teaching
110724,110724,线下授课
125716,110725,Group Teaching
110725,110725,集体授课
125717,110726,One-to-one Teaching
110726,110726,一对一授课
125718,110729,Primary Education
110729,110729,小学教育
125719,110730,Preschool Education
110730,110730,学前教育
125720,110731,Adult Education
110731,110731,成人教育
125721,110733,Teaching Assistant
110733,110733,助教
125722,110734,Private Tutor
110734,110734,家教
125723,110735,teacher
110735,110735,教师
125724,110737,Online Teaching
110737,110737,线上授课
125725,110738,Offline Teaching
110738,110738,线下授课
125726,110739,Group Teaching
110739,110739,集体授课
125727,110740,One-to-one Teaching
110740,110740,一对一授课
125728,110743,Junior high school education
110743,110743,初中教育
125729,110744,Primary Education
110744,110744,小学教育
125730,110745,Preschool Education
110745,110745,学前教育
125731,110746,High School Education
110746,110746,高中教育
125732,110748,Teaching Assistant
110748,110748,助教
125733,110749,teacher
110749,110749,教师
125734,110751,Online Teaching
110751,110751,线上授课
125735,110752,Offline Teaching
110752,110752,线下授课
125736,110753,Group Teaching
110753,110753,集体授课
125737,110754,One-to-one Teaching
110754,110754,一对一授课
125738,110756,Teacher Qualification Certificate
110756,110756,教师资格证
125739,110759,Junior high school education
110759,110759,初中教育
125740,110760,Primary Education
110760,110760,小学教育
125741,110761,Preschool Education
110761,110761,学前教育
125742,110762,High School Education
110762,110762,高中教育
125743,110764,Teaching Assistant
110764,110764,助教
125744,110765,teacher
110765,110765,教师
125745,110767,Online Teaching
110767,110767,线上授课
125746,110768,Offline Teaching
110768,110768,线下授课
125747,110769,Group Teaching
110769,110769,集体授课
125748,110770,One-to-one Teaching
110770,110770,一对一授课
125749,110772,Teacher Qualification Certificate
110772,110772,教师资格证
110775,110775,PHP
125751,110777,Construction Training
110777,110777,建筑培训
125752,110778,Postgraduate entrance examination training
110778,110778,考研培训
125753,110779,Study Abroad Exam Training
110779,110779,留学考试培训
125754,110780,Etiquette training
110780,110780,礼仪培训
125755,110781,Fire safety training
110781,110781,消防安全培训
125756,110782,Front-end Development Training
110782,110782,前端培训
