一级,二级,技能名,技能id,技能编码,别名
机械维修/保养,汽车服务职能,汽车维修,107978,0/107957/107977/107978,"汽车维修,Car Repair"
材料工程师,语言方向,英语,107985,0/107983/107984/107985,"英语,English"
材料工程师,设计软件,CAD,107987,0/107983/107986/107987,CAD
材料工程师,设计软件,SolidWorks,107988,0/107983/107986/107988,SolidWorks
材料工程师,设计软件,AutoCAD,107989,0/107983/107986/107989,AutoCAD
材料工程师,材料类型,复合材料,107991,0/107983/107990/107991,"复合材料,Composite Materials"
材料工程师,材料类型,无机非金属材料,107992,0/107983/107990/107992,"无机非金属材料,Inorganic non-metallic materials"
材料工程师,材料类型,高分子材料,107993,0/107983/107990/107993,"高分子材料,Polymer Materials"
材料工程师,材料类型,金属材料,107994,0/107983/107990/107994,"金属材料,Metal Materials"
材料工程师,机械加工工艺,冲压工艺,107996,0/107983/107995/107996,"冲压工艺,Stamping process"
材料工程师,机械加工工艺,装配工艺,107997,0/107983/107995/107997,"装配工艺,Assembly process"
材料工程师,机械加工工艺,消失模铸造工艺,107998,0/107983/107995/107998,"消失模铸造工艺,Lost Foam Casting Process"
材料工程师,机械加工工艺,注塑工艺,107999,0/107983/107995/107999,"注塑工艺,Injection molding process"
材料工程师,机械加工工艺,吸塑工艺,108000,0/107983/107995/108000,"吸塑工艺,Blister Process"
材料工程师,机械加工工艺,液压工艺,108001,0/107983/107995/108001,"液压工艺,Hydraulic process"
材料工程师,机械加工工艺,熔模铸造工艺,108002,0/107983/107995/108002,"熔模铸造工艺,Investment Casting Process"
材料工程师,机械加工工艺,锻造成形工艺,108003,0/107983/107995/108003,"锻造成形工艺,Forging process"
材料工程师,机械加工工艺,电焊,108004,0/107983/107995/108004,"电焊,Electric welding"
材料工程师,机械加工工艺,氩弧焊,108005,0/107983/107995/108005,"氩弧焊,TIG welding"
材料工程师,机械加工工艺,气保焊,108006,0/107983/107995/108006,"气保焊,Gas shielded welding"
材料工程师,机械加工工艺,钣金工艺,108007,0/107983/107995/108007,"钣金工艺,Sheet metal process"
工业工程师(IE),语言方向,英语,108010,0/108008/108009/108010,"英语,English"
工业工程师(IE),设计软件,CAD,108012,0/108008/108011/108012,CAD
工业工程师(IE),设计软件,SolidWorks,108013,0/108008/108011/108013,SolidWorks
工业工程师(IE),设计软件,AutoCAD,108014,0/108008/108011/108014,AutoCAD
工业工程师(IE),设计软件,UG,108015,0/108008/108011/108015,UG
工业工程师(IE),质量管理工具/方法,精益生产,108017,0/108008/108016/108017,"精益生产,Lean Production"
工业工程师(IE),机械加工工艺,装配工艺,108019,0/108008/108018/108019,"装配工艺,Assembly process"
焊接工程师,语言方向,英语,108022,0/108020/108021/108022,"英语,English"
焊接工程师,设计软件,CAD,108024,0/108020/108023/108024,CAD
焊接工程师,设计软件,SolidWorks,108025,0/108020/108023/108025,SolidWorks
焊接工程师,设计软件,AutoCAD,108026,0/108020/108023/108026,AutoCAD
焊接工程师,机械加工工艺,冲压工艺,108028,0/108020/108027/108028,"冲压工艺,Stamping process"
焊接工程师,机械加工工艺,手工焊,108029,0/108020/108027/108029,"手工焊,Manual welding"
焊接工程师,机械加工工艺,装配工艺,108030,0/108020/108027/108030,"装配工艺,Assembly process"
焊接工程师,机械加工工艺,等离子焊,108031,0/108020/108027/108031,"等离子焊,Plasma welding"
焊接工程师,机械加工工艺,波峰焊,108032,0/108020/108027/108032,"波峰焊,Wave Soldering"
焊接工程师,机械加工工艺,埋弧焊,108033,0/108020/108027/108033,"埋弧焊,Submerged Arc Welding"
焊接工程师,机械加工工艺,电焊,108034,0/108020/108027/108034,"电焊,Electric welding"
焊接工程师,机械加工工艺,超声波焊,108035,0/108020/108027/108035,"超声波焊,Ultrasonic welding"
焊接工程师,机械加工工艺,氩弧焊,108036,0/108020/108027/108036,"氩弧焊,TIG welding"
焊接工程师,机械加工工艺,电阻焊,108037,0/108020/108027/108037,"电阻焊,Resistance welding"
焊接工程师,机械加工工艺,气保焊,108038,0/108020/108027/108038,"气保焊,Gas shielded welding"
焊接工程师,机械加工工艺,钣金工艺,108039,0/108020/108027/108039,"钣金工艺,Sheet metal process"
焊接工程师,机械加工工艺,自动焊,108040,0/108020/108027/108040,"自动焊,Automatic welding"
焊接工程师,机械加工工艺,铆焊,108041,0/108020/108027/108041,"铆焊,Riveting & Welding"
焊接工程师,汽车服务职能,汽车维修,108043,0/108020/108042/108043,"汽车维修,Car Repair"
焊接工程师,汽车服务职能,汽车改装,108044,0/108020/108042/108044,"汽车改装,Car modification"
热设计工程师,语言方向,英语,108049,0/108047/108048/108049,"英语,English"
热设计工程师,设计软件,ProE,108051,0/108047/108050/108051,ProE
热设计工程师,设计软件,CAD,108052,0/108047/108050/108052,CAD
热设计工程师,设计软件,SolidWorks,108053,0/108047/108050/108053,SolidWorks
热设计工程师,设计软件,AutoCAD,108054,0/108047/108050/108054,AutoCAD
热设计工程师,计算机辅助工程软件,CFX,108056,0/108047/108055/108056,CFX
热设计工程师,计算机辅助工程软件,Fluent,108057,0/108047/108055/108057,Fluent
热设计工程师,机械加工工艺,装配工艺,108059,0/108047/108058/108059,"装配工艺,Assembly process"
热设计工程师,机械加工工艺,热处理工艺,108060,0/108047/108058/108060,"热处理工艺,Heat treatment process"
车间主任,生产营运方向,生产成本管理,108063,0/108061/108062/108063,"生产成本管理,Production cost management"
车间主任,生产营运方向,生产计划与物料控制,108064,0/108061/108062/108064,"生产计划与物料控制,Production planning and material control"
车间主任,生产营运方向,生产设备管理,108065,0/108061/108062/108065,"生产设备管理,Production equipment management"
生产组长/拉长,生产营运方向,生产成本管理,108068,0/108066/108067/108068,"生产成本管理,Production cost management"
生产组长/拉长,生产营运方向,生产计划与物料控制,108069,0/108066/108067/108069,"生产计划与物料控制,Production planning and material control"
生产组长/拉长,生产营运方向,生产跟单,108070,0/108066/108067/108070,"生产跟单,Production follow-up"
生产组长/拉长,生产营运方向,生产设备管理,108071,0/108066/108067/108071,"生产设备管理,Production equipment management"
生产总监,生产营运方向,生产成本管理,108074,0/108072/108073/108074,"生产成本管理,Production cost management"
生产总监,生产营运方向,生产计划与物料控制,108075,0/108072/108073/108075,"生产计划与物料控制,Production planning and material control"
生产总监,生产营运方向,生产设备管理,108076,0/108072/108073/108076,"生产设备管理,Production equipment management"
厂长,生产营运方向,生产成本管理,108079,0/108077/108078/108079,"生产成本管理,Production cost management"
厂长,生产营运方向,生产计划与物料控制,108080,0/108077/108078/108080,"生产计划与物料控制,Production planning and material control"
厂长,生产营运方向,生产设备管理,108081,0/108077/108078/108081,"生产设备管理,Production equipment management"
生产文员,供应链采购职能,供应商开发,108084,0/108082/108083/108084,"供应商开发,Supplier Development"
生产文员,供应链采购职能,采购跟单,108085,0/108082/108083/108085,"采购跟单,Purchase order"
生产文员,供应链采购职能,采购管理,108086,0/108082/108083/108086,"采购管理,Procurement Management"
生产计划/物料管理(PMC),生产营运方向,生产成本管理,108089,0/108087/108088/108089,"生产成本管理,Production cost management"
生产计划/物料管理(PMC),生产营运方向,生产计划与物料控制,108090,0/108087/108088/108090,"生产计划与物料控制,Production planning and material control"
生产计划/物料管理(PMC),生产营运方向,生产跟单,108091,0/108087/108088/108091,"生产跟单,Production follow-up"
生产计划/物料管理(PMC),生产营运方向,生产设备管理,108092,0/108087/108088/108092,"生产设备管理,Production equipment management"
生产设备管理员,生产营运方向,生产成本管理,108095,0/108093/108094/108095,"生产成本管理,Production cost management"
生产设备管理员,生产营运方向,生产计划与物料控制,108096,0/108093/108094/108096,"生产计划与物料控制,Production planning and material control"
生产安全员,质量安全管理体系标准,环境管理体系标准,108099,0/108097/108098/108099,"环境管理体系标准,ISO 14001"
生产安全员,质量安全管理体系标准,SSOP,108100,0/108097/108098/108100,SSOP
生产安全员,质量安全管理体系标准,HACCP ,108101,0/108097/108098/108101,HACCP
生产安全员,质量安全管理体系标准,职业健康安全管理体系标准,108102,0/108097/108098/108102,"职业健康安全管理体系标准,ISO 45001"
生产安全员,质量检测/试验方法,化学检测,108104,0/108097/108103/108104,"化学检测,Chemical testing"
生产安全员,质量检测/试验方法,微生物检测,108105,0/108097/108103/108105,"微生物检测,Microbiological testing"
生产安全员,质量检测/试验方法,环境监测,108106,0/108097/108103/108106,"环境监测,Environmental Monitoring"
生产安全员,质量检测/试验方法,物理检测,108107,0/108097/108103/108107,"物理检测,Physical Testing"
施工安全员,建筑施工职能,建筑工程管理,108115,0/108113/108114/108115,"建筑工程管理,Construction Project Management"
施工安全员,建筑施工职能,装修工程管理,108116,0/108113/108114/108116,"装修工程管理,Renovation project management"
施工安全员,建筑施工职能,建筑施工质量管理,108117,0/108113/108114/108117,"建筑施工质量管理,Construction quality management"
施工安全员,建筑施工职能,安装工程管理,108118,0/108113/108114/108118,"安装工程管理,Installation Engineering Management"
施工安全员,建筑施工职能,建筑施工现场管理,108119,0/108113/108114/108119,"建筑施工现场管理,Construction site management"
施工安全员,建筑施工职能,建筑施工安全管理,108120,0/108113/108114/108120,"建筑施工安全管理,Construction safety management"
施工安全员,地产业态,文旅地产,108122,0/108113/108121/108122,"文旅地产,Cultural and Tourism Real Estate"
施工安全员,地产业态,综合体,108123,0/108113/108121/108123,"综合体,Complex"
施工安全员,地产业态,商业地产,108124,0/108113/108121/108124,"商业地产,Commercial real estate"
施工安全员,地产业态,旧改项目,108126,0/108113/108121/108126,"旧改项目,Urban Renewal Project"
施工安全员,地产业态,住宅地产,108127,0/108113/108121/108127,"住宅地产,Residential Real Estate"
化工工程师,质量管理工具/方法,SPC,108174,0/108172/108173/108174,SPC
化工工程师,质量管理工具/方法,精益生产,108175,0/108172/108173/108175,"精益生产,Lean Production"
化工工程师,质量管理工具/方法,QC七大手法,108176,0/108172/108173/108176,"QC七大手法,7 QC techniques"
化工工程师,质量管理工具/方法,CPK,108177,0/108172/108173/108177,CPK
化工工程师,质量管理工具/方法,8D报告,108178,0/108172/108173/108178,"8D报告,8D Report"
化工工程师,质量管理工具/方法,FRACAS,108179,0/108172/108173/108179,FRACAS
化工工程师,质量管理工具/方法,CMK,108180,0/108172/108173/108180,CMK
化工工程师,质量管理工具/方法,6σ,108181,0/108172/108173/108181,6σ
化工工程师,质量管理工具/方法,FTA,108182,0/108172/108173/108182,FTA
化工工程师,质量管理工具/方法,FMEA,108183,0/108172/108173/108183,FMEA
化工工程师,质量管理工具/方法,PPK,108184,0/108172/108173/108184,PPK
化工工程师,质量管理工具/方法,PPAP,108185,0/108172/108173/108185,PPAP
化工工程师,质量管理工具/方法,APQP,108186,0/108172/108173/108186,APQP
化工工程师,质量管理工具/方法,全面质量管理TQM,108187,0/108172/108173/108187,"全面质量管理TQM,Total Quality Management (TQM)"
化工工程师,质量管理工具/方法,MSA,108188,0/108172/108173/108188,MSA
化工工程师,质量安全管理体系标准,实验室质量管理体系标准,108190,0/108172/108189/108190,"实验室质量管理体系标准,ISO 17025"
化工工程师,质量安全管理体系标准,ISO22716,108191,0/108172/108189/108191,ISO22716
化工工程师,质量安全管理体系标准,GMP,108192,0/108172/108189/108192,GMP
化工工程师,质量安全管理体系标准,质量管理体系标准,108193,0/108172/108189/108193,"质量管理体系标准,ISO 9001"
化工工程师,质量安全管理体系标准,SSOP,108194,0/108172/108189/108194,SSOP
化工工程师,质量安全管理体系标准,ISO17021,108195,0/108172/108189/108195,ISO17021
化工工程师,质量安全管理体系标准,食品质量管理体系标准,108196,0/108172/108189/108196,"食品质量管理体系标准,ISO 22000"
化工工程师,质量安全管理体系标准,GJB9001,108197,0/108172/108189/108197,GJB9001
化工工程师,质量安全管理体系标准,ISO15189,108198,0/108172/108189/108198,ISO15189
化工工程师,产品认证标准,GMP认证,108200,0/108172/108199/108200,"GMP认证,GMP Certification"
化工工程师,产品认证标准,CE认证,108202,0/108172/108199/108202,"CE认证,CE certification"
化工工程师,涂料类型,粉末涂料,108204,0/108172/108203/108204,"粉末涂料,Powder coating"
化工工程师,涂料类型,油性涂料,108205,0/108172/108203/108205,"油性涂料,Oil-based paint"
化工工程师,涂料类型,水性涂料,108206,0/108172/108203/108206,"水性涂料,Water-based coatings"
化工工程师,食品饮料研发方向,油脂研发,108208,0/108172/108207/108208,"油脂研发,Oil & Fat R&D"
化工工程师,食品饮料研发方向,调料研发,108209,0/108172/108207/108209,"调料研发,Seasoning R&D"
化工工程师,食品饮料研发方向,肉制品研发,108210,0/108172/108207/108210,"肉制品研发,Meat Product R&D"
化工工程师,食品饮料研发方向,糖果/糕点研发,108211,0/108172/108207/108211,"糖果/糕点研发,Candy/Pastry R&D"
化工工程师,食品饮料研发方向,宠物食品研发,108212,0/108172/108207/108212,"宠物食品研发,Pet food R&D"
化工工程师,食品饮料研发方向,饮品研发,108213,0/108172/108207/108213,"饮品研发,Beverage R&D"
化工工程师,食品饮料研发方向,保健/功能饮料研发,108214,0/108172/108207/108214,"保健/功能饮料研发,Health/functional beverage R&D"
化工工程师,化妆品研发职责,新产品配方研发,108216,0/108172/108215/108216,"新产品配方研发,New product formula development"
化工工程师,化妆品研发职责,包材相容性测试,108217,0/108172/108215/108217,"包材相容性测试,Packaging material compatibility testing"
化工工程师,化妆品研发职责,化妆品功效评估,108218,0/108172/108215/108218,"化妆品功效评估,Cosmetic efficacy evaluation"
化工工程师,化妆品研发职责,化妆品配制工艺研发,108219,0/108172/108215/108219,"化妆品配制工艺研发,Cosmetics formulation process R&D"
化工工程师,化妆品研发职责,配方稳定性测试,108220,0/108172/108215/108220,"配方稳定性测试,Formula stability test"
食品/饮料研发,质量管理工具/方法,SPC,108227,0/108225/108226/108227,SPC
食品/饮料研发,质量管理工具/方法,精益生产,108228,0/108225/108226/108228,"精益生产,Lean Production"
食品/饮料研发,质量管理工具/方法,QC七大手法,108229,0/108225/108226/108229,"QC七大手法,7 QC techniques"
食品/饮料研发,质量管理工具/方法,CPK,108230,0/108225/108226/108230,CPK
食品/饮料研发,质量管理工具/方法,8D报告,108231,0/108225/108226/108231,"8D报告,8D Report"
食品/饮料研发,质量管理工具/方法,FRACAS,108232,0/108225/108226/108232,FRACAS
食品/饮料研发,质量管理工具/方法,CMK,108233,0/108225/108226/108233,CMK
食品/饮料研发,质量管理工具/方法,6σ,108234,0/108225/108226/108234,6σ
食品/饮料研发,质量管理工具/方法,FTA,108235,0/108225/108226/108235,FTA
食品/饮料研发,质量管理工具/方法,FMEA,108236,0/108225/108226/108236,FMEA
食品/饮料研发,质量管理工具/方法,PPK,108237,0/108225/108226/108237,PPK
食品/饮料研发,质量管理工具/方法,PPAP,108238,0/108225/108226/108238,PPAP
食品/饮料研发,质量管理工具/方法,APQP,108239,0/108225/108226/108239,APQP
食品/饮料研发,质量管理工具/方法,全面质量管理TQM,108240,0/108225/108226/108240,"全面质量管理TQM,Total Quality Management (TQM)"
食品/饮料研发,质量管理工具/方法,MSA,108241,0/108225/108226/108241,MSA
食品/饮料研发,质量安全管理体系标准,GMP,108243,0/108225/108242/108243,GMP
食品/饮料研发,质量安全管理体系标准,质量管理体系标准,108244,0/108225/108242/108244,"质量管理体系标准,ISO 9001"
食品/饮料研发,质量安全管理体系标准,SSOP,108245,0/108225/108242/108245,SSOP
食品/饮料研发,质量安全管理体系标准,HACCP ,108246,0/108225/108242/108246,HACCP
食品/饮料研发,质量安全管理体系标准,食品质量管理体系标准,108247,0/108225/108242/108247,"食品质量管理体系标准,ISO 22000"
食品/饮料研发,质量安全管理体系标准,GJB9001,108248,0/108225/108242/108248,GJB9001
食品/饮料研发,质量安全管理体系标准,ISO15189,108249,0/108225/108242/108249,ISO15189
食品/饮料研发,产品认证标准,GMP认证,108251,0/108225/108250/108251,"GMP认证,GMP Certification"
食品/饮料研发,产品认证标准,CE认证,108253,0/108225/108250/108253,"CE认证,CE certification"
食品/饮料研发,食品饮料研发方向,油脂研发,108255,0/108225/108254/108255,"油脂研发,Oil & Fat R&D"
食品/饮料研发,食品饮料研发方向,调料研发,108256,0/108225/108254/108256,"调料研发,Seasoning R&D"
食品/饮料研发,食品饮料研发方向,肉制品研发,108257,0/108225/108254/108257,"肉制品研发,Meat Product R&D"
食品/饮料研发,食品饮料研发方向,糖果/糕点研发,108258,0/108225/108254/108258,"糖果/糕点研发,Candy/Pastry R&D"
食品/饮料研发,食品饮料研发方向,宠物食品研发,108259,0/108225/108254/108259,"宠物食品研发,Pet food R&D"
食品/饮料研发,食品饮料研发方向,饮品研发,108260,0/108225/108254/108260,"饮品研发,Beverage R&D"
食品/饮料研发,食品饮料研发方向,保健/功能饮料研发,108262,0/108225/108254/108262,"保健/功能饮料研发,Health/functional beverage R&D"
化妆品研发,质量管理工具/方法,SPC,108269,0/108267/108268/108269,SPC
化妆品研发,质量管理工具/方法,精益生产,108270,0/108267/108268/108270,"精益生产,Lean Production"
化妆品研发,质量管理工具/方法,QC七大手法,108271,0/108267/108268/108271,"QC七大手法,7 QC techniques"
化妆品研发,质量管理工具/方法,CPK,108272,0/108267/108268/108272,CPK
化妆品研发,质量管理工具/方法,8D报告,108273,0/108267/108268/108273,"8D报告,8D Report"
化妆品研发,质量管理工具/方法,FRACAS,108274,0/108267/108268/108274,FRACAS
化妆品研发,质量管理工具/方法,CMK,108275,0/108267/108268/108275,CMK
化妆品研发,质量管理工具/方法,6σ,108276,0/108267/108268/108276,6σ
化妆品研发,质量管理工具/方法,FTA,108277,0/108267/108268/108277,FTA
化妆品研发,质量管理工具/方法,FMEA,108278,0/108267/108268/108278,FMEA
化妆品研发,质量管理工具/方法,PPK,108279,0/108267/108268/108279,PPK
化妆品研发,质量管理工具/方法,PPAP,108280,0/108267/108268/108280,PPAP
化妆品研发,质量管理工具/方法,APQP,108281,0/108267/108268/108281,APQP
化妆品研发,质量管理工具/方法,全面质量管理TQM,108282,0/108267/108268/108282,"全面质量管理TQM,Total Quality Management (TQM)"
化妆品研发,质量管理工具/方法,MSA,108283,0/108267/108268/108283,MSA
化妆品研发,质量安全管理体系标准,ISO22716,108285,0/108267/108284/108285,ISO22716
化妆品研发,质量安全管理体系标准,质量管理体系标准,108286,0/108267/108284/108286,"质量管理体系标准,ISO 9001"
化妆品研发,质量安全管理体系标准,SSOP,108287,0/108267/108284/108287,SSOP
化妆品研发,质量安全管理体系标准,GJB9001,108288,0/108267/108284/108288,GJB9001
化妆品研发,质量安全管理体系标准,ISO15189,108289,0/108267/108284/108289,ISO15189
化妆品研发,产品认证标准,CE认证,108292,0/108267/108290/108292,"CE认证,CE certification"
化妆品研发,化妆品研发职责,新产品配方研发,108294,0/108267/108293/108294,"新产品配方研发,New product formula development"
化妆品研发,化妆品研发职责,包材相容性测试,108295,0/108267/108293/108295,"包材相容性测试,Packaging material compatibility testing"
化妆品研发,化妆品研发职责,化妆品功效评估,108296,0/108267/108293/108296,"化妆品功效评估,Cosmetic efficacy evaluation"
化妆品研发,化妆品研发职责,化妆品配制工艺研发,108297,0/108267/108293/108297,"化妆品配制工艺研发,Cosmetics formulation process R&D"
化妆品研发,化妆品研发职责,配方稳定性测试,108298,0/108267/108293/108298,"配方稳定性测试,Formula stability test"
涂料研发,质量管理工具/方法,SPC,108309,0/108307/108308/108309,SPC
涂料研发,质量管理工具/方法,精益生产,108310,0/108307/108308/108310,"精益生产,Lean Production"
涂料研发,质量管理工具/方法,QC七大手法,108311,0/108307/108308/108311,"QC七大手法,7 QC techniques"
涂料研发,质量管理工具/方法,CPK,108312,0/108307/108308/108312,CPK
涂料研发,质量管理工具/方法,8D报告,108313,0/108307/108308/108313,"8D报告,8D Report"
涂料研发,质量管理工具/方法,FRACAS,108314,0/108307/108308/108314,FRACAS
涂料研发,质量管理工具/方法,CMK,108315,0/108307/108308/108315,CMK
涂料研发,质量管理工具/方法,6σ,108316,0/108307/108308/108316,6σ
涂料研发,质量管理工具/方法,FTA,108317,0/108307/108308/108317,FTA
涂料研发,质量管理工具/方法,FMEA,108318,0/108307/108308/108318,FMEA
涂料研发,质量管理工具/方法,PPK,108319,0/108307/108308/108319,PPK
涂料研发,质量管理工具/方法,PPAP,108320,0/108307/108308/108320,PPAP
涂料研发,质量管理工具/方法,APQP,108321,0/108307/108308/108321,APQP
涂料研发,质量管理工具/方法,全面质量管理TQM,108322,0/108307/108308/108322,"全面质量管理TQM,Total Quality Management (TQM)"
涂料研发,质量管理工具/方法,MSA,108323,0/108307/108308/108323,MSA
涂料研发,质量安全管理体系标准,质量管理体系标准,108325,0/108307/108324/108325,"质量管理体系标准,ISO 9001"
涂料研发,质量安全管理体系标准,SSOP,108326,0/108307/108324/108326,SSOP
涂料研发,质量安全管理体系标准,GJB9001,108327,0/108307/108324/108327,GJB9001
涂料研发,质量安全管理体系标准,ISO15189,108328,0/108307/108324/108328,ISO15189
涂料研发,产品认证标准,CE认证,108331,0/108307/108329/108331,"CE认证,CE certification"
涂料研发,涂料类型,粉末涂料,108333,0/108307/108332/108333,"粉末涂料,Powder coating"
涂料研发,涂料类型,油性涂料,108334,0/108307/108332/108334,"油性涂料,Oil-based paint"
涂料研发,涂料类型,水性涂料,108335,0/108307/108332/108335,"水性涂料,Water-based coatings"
化工项目经理,质量管理工具/方法,SPC,108342,0/108340/108341/108342,SPC
化工项目经理,质量管理工具/方法,精益生产,108343,0/108340/108341/108343,"精益生产,Lean Production"
化工项目经理,质量管理工具/方法,QC七大手法,108344,0/108340/108341/108344,"QC七大手法,7 QC techniques"
化工项目经理,质量管理工具/方法,CPK,108345,0/108340/108341/108345,CPK
化工项目经理,质量管理工具/方法,8D报告,108346,0/108340/108341/108346,"8D报告,8D Report"
化工项目经理,质量管理工具/方法,FRACAS,108347,0/108340/108341/108347,FRACAS
化工项目经理,质量管理工具/方法,CMK,108348,0/108340/108341/108348,CMK
化工项目经理,质量管理工具/方法,6σ,108349,0/108340/108341/108349,6σ
化工项目经理,质量管理工具/方法,FTA,108350,0/108340/108341/108350,FTA
化工项目经理,质量管理工具/方法,FMEA,108351,0/108340/108341/108351,FMEA
化工项目经理,质量管理工具/方法,PPK,108352,0/108340/108341/108352,PPK
化工项目经理,质量管理工具/方法,PPAP,108353,0/108340/108341/108353,PPAP
化工项目经理,质量管理工具/方法,APQP,108354,0/108340/108341/108354,APQP
化工项目经理,质量管理工具/方法,全面质量管理TQM,108355,0/108340/108341/108355,"全面质量管理TQM,Total Quality Management (TQM)"
化工项目经理,质量管理工具/方法,MSA,108356,0/108340/108341/108356,MSA
化工项目经理,质量安全管理体系标准,实验室质量管理体系标准,108358,0/108340/108357/108358,"实验室质量管理体系标准,ISO 17025"
化工项目经理,质量安全管理体系标准,ISO22716,108359,0/108340/108357/108359,ISO22716
化工项目经理,质量安全管理体系标准,GMP,108360,0/108340/108357/108360,GMP
化工项目经理,质量安全管理体系标准,质量管理体系标准,108361,0/108340/108357/108361,"质量管理体系标准,ISO 9001"
化工项目经理,质量安全管理体系标准,SSOP,108362,0/108340/108357/108362,SSOP
化工项目经理,质量安全管理体系标准,ISO17021,108363,0/108340/108357/108363,ISO17021
化工项目经理,质量安全管理体系标准,食品质量管理体系标准,108364,0/108340/108357/108364,"食品质量管理体系标准,ISO 22000"
化工项目经理,质量安全管理体系标准,GJB9001,108365,0/108340/108357/108365,GJB9001
化工项目经理,质量安全管理体系标准,ISO15189,108366,0/108340/108357/108366,ISO15189
化工项目经理,产品认证标准,GMP认证,108368,0/108340/108367/108368,"GMP认证,GMP Certification"
化工项目经理,产品认证标准,CE认证,108370,0/108340/108367/108370,"CE认证,CE certification"
化工项目经理,涂料类型,粉末涂料,108372,0/108340/108371/108372,"粉末涂料,Powder coating"
化工项目经理,涂料类型,油性涂料,108373,0/108340/108371/108373,"油性涂料,Oil-based paint"
化工项目经理,涂料类型,水性涂料,108374,0/108340/108371/108374,"水性涂料,Water-based coatings"
化工项目经理,食品饮料研发方向,油脂研发,108376,0/108340/108375/108376,"油脂研发,Oil & Fat R&D"
化工项目经理,食品饮料研发方向,调料研发,108377,0/108340/108375/108377,"调料研发,Seasoning R&D"
化工项目经理,食品饮料研发方向,肉制品研发,108378,0/108340/108375/108378,"肉制品研发,Meat Product R&D"
化工项目经理,食品饮料研发方向,糖果/糕点研发,108379,0/108340/108375/108379,"糖果/糕点研发,Candy/Pastry R&D"
化工项目经理,食品饮料研发方向,宠物食品研发,108380,0/108340/108375/108380,"宠物食品研发,Pet food R&D"
化工项目经理,食品饮料研发方向,饮品研发,108381,0/108340/108375/108381,"饮品研发,Beverage R&D"
化工项目经理,食品饮料研发方向,保健/功能饮料研发,108382,0/108340/108375/108382,"保健/功能饮料研发,Health/functional beverage R&D"
化工项目经理,化妆品研发职责,新产品配方研发,108384,0/108340/108383/108384,"新产品配方研发,New product formula development"
化工项目经理,化妆品研发职责,包材相容性测试,108385,0/108340/108383/108385,"包材相容性测试,Packaging material compatibility testing"
化工项目经理,化妆品研发职责,化妆品功效评估,108386,0/108340/108383/108386,"化妆品功效评估,Cosmetic efficacy evaluation"
化工项目经理,化妆品研发职责,化妆品配制工艺研发,108387,0/108340/108383/108387,"化妆品配制工艺研发,Cosmetics formulation process R&D"
化工项目经理,化妆品研发职责,配方稳定性测试,108388,0/108340/108383/108388,"配方稳定性测试,Formula stability test"
服装/纺织/皮革跟单,供应链采购职能,供应商开发,108395,0/108393/108394/108395,"供应商开发,Supplier Development"
服装/纺织/皮革跟单,供应链采购职能,采购跟单,108396,0/108393/108394/108396,"采购跟单,Purchase order"
服装/纺织/皮革跟单,供应链采购职能,采购管理,108397,0/108393/108394/108397,"采购管理,Procurement Management"
打样/制版,设计软件,Painter,108400,0/108398/108399/108400,Painter
打样/制版,打样/制版方向,化妆品打样,108402,0/108398/108401/108402,"化妆品打样,Cosmetic Proofing"
打样/制版,打样/制版方向,服装打样制版,108403,0/108398/108401/108403,"服装打样制版,Clothing Sample Making & Pattern Design"
打样/制版,打样/制版方向,纺织品打样,108404,0/108398/108401/108404,"纺织品打样,Textile Sampling"
打样/制版,打样/制版方向,鞋子打样,108405,0/108398/108401/108405,"鞋子打样,Shoe proofing"
打样/制版,打样/制版方向,皮革打样,108406,0/108398/108401/108406,"皮革打样,Leather proofing"
服装/纺织设计,设计方向,手绘,108409,0/108407/108408/108409,"手绘,Hand-drawn"
服装/纺织设计,服装设计方向,图案设计,108411,0/108407/108410/108411,"图案设计,Pattern design"
服装/纺织设计,服装设计方向,配饰设计,108412,0/108407/108410/108412,"配饰设计,Accessories Design"
服装/纺织设计,服装设计方向,鞋子设计,108413,0/108407/108410/108413,"鞋子设计,Shoe design"
服装/纺织设计,服装设计方向,男装设计,108414,0/108407/108410/108414,"男装设计,Men's wear Design"
服装/纺织设计,服装设计方向,版型设计,108415,0/108407/108410/108415,"版型设计,Pattern design"
服装/纺织设计,服装设计方向,宠物服装设计,108416,0/108407/108410/108416,"宠物服装设计,Pet clothing design"
服装/纺织设计,服装设计方向,潮牌设计,108417,0/108407/108410/108417,"潮牌设计,Fashion brand design"
服装/纺织设计,服装设计方向,家居服设计,108418,0/108407/108410/108418,"家居服设计,Home wear design"
服装/纺织设计,服装设计方向,婚纱设计,108419,0/108407/108410/108419,"婚纱设计,Wedding dress design"
服装/纺织设计,服装设计方向,量体设计,108420,0/108407/108410/108420,"量体设计,Customized design"
服装/纺织设计,服装设计方向,款式设计,108421,0/108407/108410/108421,"款式设计,Style Design"
服装/纺织设计,服装设计方向,快时尚设计,108422,0/108407/108410/108422,"快时尚设计,Fast fashion design"
服装/纺织设计,服装设计方向,礼服设计,108423,0/108407/108410/108423,"礼服设计,Dress Design"
服装/纺织设计,服装设计方向,皮草设计,108424,0/108407/108410/108424,"皮草设计,Fur design"
服装/纺织设计,服装设计方向,内衣设计,108425,0/108407/108410/108425,"内衣设计,Underwear Design"
服装/纺织设计,服装设计方向,牛仔设计,108426,0/108407/108410/108426,"牛仔设计,Denim design"
